segment_id	start_time_seconds	end_time_seconds	label
pOBCfC29yf0_30000	9.481	9.819	other
5BGx1gWVNxw_5000	0.0	0.163	/m/05tny_
5BGx1gWVNxw_5000	0.0	9.733	other
5BGx1gWVNxw_5000	0.922	2.622	/m/05tny_
5BGx1gWVNxw_5000	3.69	3.793	other
5BGx1gWVNxw_5000	3.959	4.046	other
5BGx1gWVNxw_5000	4.267	4.528	/m/05tny_
5BGx1gWVNxw_5000	5.366	6.101	/m/05tny_
5BGx1gWVNxw_5000	6.884	8.56	/m/05tny_
CGaVlL6IHy8_430000	0.0	0.589	other
CGaVlL6IHy8_430000	0.0	10.0	other
CGaVlL6IHy8_430000	0.0	10.0	other
CGaVlL6IHy8_430000	0.307	0.653	/m/05tny_
CGaVlL6IHy8_430000	0.717	2.061	other
CGaVlL6IHy8_430000	0.973	1.229	/m/05tny_
CGaVlL6IHy8_430000	2.433	2.727	/m/05tny_
CGaVlL6IHy8_430000	2.919	3.496	other
CGaVlL6IHy8_430000	3.508	3.828	/m/05tny_
CGaVlL6IHy8_430000	4.072	4.264	other
CGaVlL6IHy8_430000	4.174	4.597	other
CGaVlL6IHy8_430000	4.366	4.494	other
CGaVlL6IHy8_430000	4.443	4.75	other
CGaVlL6IHy8_430000	4.673	5.416	other
CGaVlL6IHy8_430000	5.442	5.711	other
CGaVlL6IHy8_430000	5.736	7.362	other
CGaVlL6IHy8_430000	7.324	8.015	other
CGaVlL6IHy8_430000	7.977	8.553	other
CGaVlL6IHy8_430000	8.528	8.835	other
CGaVlL6IHy8_430000	8.54	8.848	/m/05tny_
CGaVlL6IHy8_430000	9.36	10.0	other
CGaVlL6IHy8_430000	9.731	10.0	/m/05tny_
EvOKDfpXuMo_30000	0.0	10.0	other
EvOKDfpXuMo_30000	0.007	0.185	other
EvOKDfpXuMo_30000	0.239	0.4	other
EvOKDfpXuMo_30000	0.57	1.151	other
EvOKDfpXuMo_30000	1.428	1.955	/m/05tny_
EvOKDfpXuMo_30000	1.883	2.196	other
EvOKDfpXuMo_30000	2.625	2.804	other
EvOKDfpXuMo_30000	3.349	3.84	other
EvOKDfpXuMo_30000	4.109	4.341	other
EvOKDfpXuMo_30000	4.243	4.564	other
EvOKDfpXuMo_30000	4.609	4.77	other
EvOKDfpXuMo_30000	5.038	5.717	/m/05tny_
EvOKDfpXuMo_30000	5.19	5.503	other
EvOKDfpXuMo_30000	5.726	6.075	other
EvOKDfpXuMo_30000	5.985	6.164	other
EvOKDfpXuMo_30000	6.343	6.959	/m/05tny_
EvOKDfpXuMo_30000	7.013	7.46	other
EvOKDfpXuMo_30000	8.094	8.818	other
EvOKDfpXuMo_30000	8.836	10.0	/m/05tny_
EvOKDfpXuMo_30000	9.506	10.0	other
SOe294AdCZw_21000	0.0	3.739	other
SOe294AdCZw_21000	0.173	0.246	other
SOe294AdCZw_21000	0.452	0.525	other
SOe294AdCZw_21000	0.684	1.123	other
SOe294AdCZw_21000	1.222	1.501	other
SOe294AdCZw_21000	1.541	3.7	other
SOe294AdCZw_21000	2.09	2.336	other
SOe294AdCZw_21000	3.701	3.96	other
SOe294AdCZw_21000	3.932	6.004	other
SOe294AdCZw_21000	6.024	9.571	other
SOe294AdCZw_21000	6.768	8.615	other
SOe294AdCZw_21000	9.099	9.292	/m/05tny_
ygTDx1KnhYI_10000	0.0	10.0	other
ygTDx1KnhYI_10000	0.29	0.607	/m/05tny_
ygTDx1KnhYI_10000	0.777	1.37	/m/05tny_
ygTDx1KnhYI_10000	2.053	2.784	/m/05tny_
ygTDx1KnhYI_10000	3.044	3.953	/m/05tny_
ygTDx1KnhYI_10000	4.197	4.587	/m/05tny_
ygTDx1KnhYI_10000	4.936	6.049	/m/05tny_
ygTDx1KnhYI_10000	6.52	7.276	/m/05tny_
ygTDx1KnhYI_10000	7.56	7.918	/m/05tny_
ygTDx1KnhYI_10000	7.991	8.145	other
ygTDx1KnhYI_10000	8.373	8.478	other
ygTDx1KnhYI_10000	8.576	8.998	/m/05tny_
ygTDx1KnhYI_10000	8.803	9.039	other
ygTDx1KnhYI_10000	9.161	9.412	other
ygTDx1KnhYI_10000	9.745	9.916	other
ZIXlq-k3n2A_30000	0.0	0.103	other
ZIXlq-k3n2A_30000	0.0	0.573	other
ZIXlq-k3n2A_30000	0.0	10.0	other
ZIXlq-k3n2A_30000	1.009	4.002	other
ZIXlq-k3n2A_30000	4.427	5.252	/m/05tny_
ZIXlq-k3n2A_30000	5.218	5.39	other
ZIXlq-k3n2A_30000	5.505	5.894	other
ZIXlq-k3n2A_30000	6.365	7.225	other
ZIXlq-k3n2A_30000	7.076	8.406	other
ZIXlq-k3n2A_30000	8.452	9.243	/m/05tny_
ZIXlq-k3n2A_30000	9.163	9.507	other
ZIXlq-k3n2A_30000	9.679	9.897	other
DAOMvEIrzqg_90000	0.0	1.199	other
DAOMvEIrzqg_90000	0.008	10.0	other
DAOMvEIrzqg_90000	1.433	4.34	other
DAOMvEIrzqg_90000	4.546	4.711	other
DAOMvEIrzqg_90000	4.979	5.096	other
DAOMvEIrzqg_90000	5.488	5.859	/m/05tny_
DAOMvEIrzqg_90000	6.148	6.272	other
DAOMvEIrzqg_90000	6.732	6.808	other
DAOMvEIrzqg_90000	9.303	10.0	other
agh6E8kXIwk_30000	8.594	8.815	/m/05tny_
agh6E8kXIwk_30000	8.197	8.835	other
agh6E8kXIwk_30000	7.201	7.481	other
agh6E8kXIwk_30000	0.957	2.546	other
agh6E8kXIwk_30000	9.193	9.304	other
agh6E8kXIwk_30000	0.0	9.121	other
agh6E8kXIwk_30000	4.779	5.593	other
LsprnA4zDKQ_10000	0.0	10.0	other
LsprnA4zDKQ_10000	0.212	0.597	/m/05tny_
LsprnA4zDKQ_10000	0.409	0.579	other
LsprnA4zDKQ_10000	0.766	0.856	other
LsprnA4zDKQ_10000	0.882	1.481	other
LsprnA4zDKQ_10000	1.472	1.928	/m/05tny_
LsprnA4zDKQ_10000	1.687	1.758	other
LsprnA4zDKQ_10000	1.91	3.697	other
LsprnA4zDKQ_10000	2.089	2.688	other
LsprnA4zDKQ_10000	2.58	2.786	other
LsprnA4zDKQ_10000	2.938	3.447	/m/05tny_
LsprnA4zDKQ_10000	3.671	3.751	other
LsprnA4zDKQ_10000	3.724	4.153	other
LsprnA4zDKQ_10000	3.948	4.475	other
LsprnA4zDKQ_10000	4.725	5.083	other
LsprnA4zDKQ_10000	4.931	5.413	other
LsprnA4zDKQ_10000	5.485	5.664	other
LsprnA4zDKQ_10000	5.592	6.45	other
LsprnA4zDKQ_10000	6.959	7.138	other
LsprnA4zDKQ_10000	7.558	8.076	other
LsprnA4zDKQ_10000	7.764	9.167	other
LsprnA4zDKQ_10000	8.845	9.042	other
LsprnA4zDKQ_10000	9.462	10.0	other
qKEpW84hu4c_30000	0.0	0.688	other
qKEpW84hu4c_30000	0.0	10.0	other
qKEpW84hu4c_30000	0.883	1.273	other
qKEpW84hu4c_30000	1.376	2.361	/m/05tny_
qKEpW84hu4c_30000	3.131	3.784	other
qKEpW84hu4c_30000	3.922	4.094	other
qKEpW84hu4c_30000	5.275	6.277	/m/05tny_
qKEpW84hu4c_30000	5.854	6.009	other
qKEpW84hu4c_30000	7.97	8.177	other
qKEpW84hu4c_30000	8.245	9.083	other
qKEpW84hu4c_30000	9.161	9.266	other
qKEpW84hu4c_30000	9.163	9.862	/m/05tny_
qKEpW84hu4c_30000	9.817	10.0	other
hSfG2uBzG8U_260000	0.0	2.107	other
hSfG2uBzG8U_260000	2.107	2.433	other
hSfG2uBzG8U_260000	2.456	3.108	other
hSfG2uBzG8U_260000	3.097	6.508	/m/05tny_
hSfG2uBzG8U_260000	6.531	6.81	other
hSfG2uBzG8U_260000	6.741	10.0	other
hSfG2uBzG8U_260000	6.752	10.0	other
hSfG2uBzG8U_260000	7.09	7.59	other
hSfG2uBzG8U_260000	7.765	10.0	other
OJjDafCVsP4_70000	0.0	0.151	other
OJjDafCVsP4_70000	0.0	10.0	other
OJjDafCVsP4_70000	0.128	0.579	/m/05tny_
OJjDafCVsP4_70000	0.805	1.023	other
OJjDafCVsP4_70000	0.895	4.244	other
OJjDafCVsP4_70000	3.958	4.251	other
OJjDafCVsP4_70000	4.184	4.68	/m/05tny_
OJjDafCVsP4_70000	4.628	5.388	other
OJjDafCVsP4_70000	4.771	8.172	other
OJjDafCVsP4_70000	4.793	6.847	other
OJjDafCVsP4_70000	7.931	10.0	other
OJjDafCVsP4_70000	8.134	9.105	other
OJjDafCVsP4_70000	8.631	9.233	other
OJjDafCVsP4_70000	9.368	9.895	other
GMeuOzCqT4w_0	0.092	10.0	other
GMeuOzCqT4w_0	2.993	3.188	other
GMeuOzCqT4w_0	5.057	5.183	other
GMeuOzCqT4w_0	5.069	7.775	other
GMeuOzCqT4w_0	6.709	7.11	/m/05tny_
GMeuOzCqT4w_0	7.236	7.798	other
GMeuOzCqT4w_0	8.211	10.0	other
GMeuOzCqT4w_0	8.394	8.532	other
GMeuOzCqT4w_0	9.564	10.0	/m/05tny_
neyvfbFjK4Y_260000	0.0	1.105	/m/05tny_
neyvfbFjK4Y_260000	8.205	9.235	/m/07pp_mv
x910huOGMWE_30000	0.0	0.336	/m/05tny_
x910huOGMWE_30000	0.0	10.0	other
x910huOGMWE_30000	0.0	10.0	other
x910huOGMWE_30000	0.737	1.269	other
x910huOGMWE_30000	1.477	1.878	/m/05tny_
x910huOGMWE_30000	2.452	2.597	other
x910huOGMWE_30000	3.157	3.385	other
x910huOGMWE_30000	3.517	3.676	/m/05tny_
x910huOGMWE_30000	3.537	4.118	other
x910huOGMWE_30000	4.284	5.667	other
x910huOGMWE_30000	4.506	4.609	other
x910huOGMWE_30000	6.048	9.077	other
x910huOGMWE_30000	8.019	8.413	other
x910huOGMWE_30000	8.717	9.07	other
x910huOGMWE_30000	9.091	9.596	other
x910huOGMWE_30000	9.679	9.927	other
4AtBY_MyoD4_21000	0.0	2.643	other
4AtBY_MyoD4_21000	0.0	9.279	other
4AtBY_MyoD4_21000	0.0	9.279	other
4AtBY_MyoD4_21000	0.601	0.721	other
4AtBY_MyoD4_21000	1.113	1.234	other
4AtBY_MyoD4_21000	1.467	1.98	/m/05tny_
4AtBY_MyoD4_21000	2.289	2.402	other
4AtBY_MyoD4_21000	2.538	2.794	/m/05tny_
4AtBY_MyoD4_21000	2.719	3.291	other
4AtBY_MyoD4_21000	2.915	3.095	other
4AtBY_MyoD4_21000	3.412	3.495	other
4AtBY_MyoD4_21000	3.646	3.857	/m/05tny_
4AtBY_MyoD4_21000	4.0	4.399	other
4AtBY_MyoD4_21000	4.309	4.588	other
4AtBY_MyoD4_21000	4.603	4.739	/m/05tny_
4AtBY_MyoD4_21000	4.641	4.95	other
4AtBY_MyoD4_21000	4.889	5.025	/m/05tny_
4AtBY_MyoD4_21000	5.221	5.312	other
4AtBY_MyoD4_21000	5.221	5.364	/m/05tny_
4AtBY_MyoD4_21000	5.523	6.005	other
4AtBY_MyoD4_21000	6.08	6.397	other
4AtBY_MyoD4_21000	6.337	6.894	/m/05tny_
4AtBY_MyoD4_21000	7.859	8.07	/m/05tny_
4AtBY_MyoD4_21000	8.108	8.221	other
4AtBY_MyoD4_21000	8.553	9.013	other
4AtBY_MyoD4_21000	9.05	9.279	other
ZvBSqtau8AM_30000	0.0	10.0	other
ZvBSqtau8AM_30000	0.76	0.971	/m/05tny_
ZvBSqtau8AM_30000	1.181	1.911	/m/05tny_
ZvBSqtau8AM_30000	2.168	2.987	other
ZvBSqtau8AM_30000	2.679	3.416	/m/05tny_
ZvBSqtau8AM_30000	3.792	4.101	/m/05tny_
ZvBSqtau8AM_30000	4.296	5.011	/m/05tny_
ZvBSqtau8AM_30000	4.773	4.959	other
ZvBSqtau8AM_30000	5.26	5.546	other
ZvBSqtau8AM_30000	7.788	7.856	other
ZvBSqtau8AM_30000	8.269	8.458	other
ZvBSqtau8AM_30000	8.33	9.157	other
ZvBSqtau8AM_30000	9.737	10.0	other
4XKm9MK1qZg_30000	0.0	0.771	other
4XKm9MK1qZg_30000	0.0	10.0	other
4XKm9MK1qZg_30000	0.875	1.062	/m/05tny_
4XKm9MK1qZg_30000	1.069	2.251	other
4XKm9MK1qZg_30000	1.373	1.94	other
4XKm9MK1qZg_30000	2.085	2.293	/m/05tny_
4XKm9MK1qZg_30000	2.638	3.641	other
4XKm9MK1qZg_30000	3.51	3.703	other
4XKm9MK1qZg_30000	3.676	3.952	other
4XKm9MK1qZg_30000	4.028	4.568	other
4XKm9MK1qZg_30000	4.45	4.782	/m/05tny_
4XKm9MK1qZg_30000	4.969	5.197	other
4XKm9MK1qZg_30000	4.983	5.571	/m/05tny_
4XKm9MK1qZg_30000	5.813	6.069	/m/05tny_
4XKm9MK1qZg_30000	6.29	6.539	/m/05tny_
4XKm9MK1qZg_30000	7.147	7.389	/m/05tny_
4XKm9MK1qZg_30000	7.5	7.874	/m/05tny_
4XKm9MK1qZg_30000	7.576	8.641	other
4XKm9MK1qZg_30000	7.991	8.302	/m/05tny_
4XKm9MK1qZg_30000	8.759	9.111	/m/05tny_
4XKm9MK1qZg_30000	9.298	9.554	other
4XKm9MK1qZg_30000	9.817	10.0	other
HmKeCvAkIjo_30000	0.0	10.0	other
HmKeCvAkIjo_30000	0.0	10.0	other
HmKeCvAkIjo_30000	0.031	0.205	/m/05tny_
HmKeCvAkIjo_30000	0.299	0.386	/m/05tny_
HmKeCvAkIjo_30000	0.677	0.795	other
HmKeCvAkIjo_30000	1.126	1.205	other
HmKeCvAkIjo_30000	1.312	1.423	/m/05tny_
HmKeCvAkIjo_30000	1.551	1.662	/m/05tny_
HmKeCvAkIjo_30000	2.677	2.831	/m/05tny_
HmKeCvAkIjo_30000	2.947	3.075	/m/05tny_
HmKeCvAkIjo_30000	3.268	3.331	other
HmKeCvAkIjo_30000	4.084	4.18	/m/05tny_
HmKeCvAkIjo_30000	5.125	5.247	/m/05tny_
HmKeCvAkIjo_30000	5.412	5.544	/m/05tny_
HmKeCvAkIjo_30000	5.685	6.039	other
HmKeCvAkIjo_30000	6.394	6.506	/m/05tny_
HmKeCvAkIjo_30000	6.707	6.867	/m/05tny_
HmKeCvAkIjo_30000	7.732	7.823	/m/05tny_
HmKeCvAkIjo_30000	8.008	8.115	/m/05tny_
HmKeCvAkIjo_30000	8.984	9.071	/m/05tny_
HmKeCvAkIjo_30000	9.52	9.606	/m/05tny_
ZRbYpJDSQWk_10000	0.0	0.217	other
ZRbYpJDSQWk_10000	0.0	10.0	other
ZRbYpJDSQWk_10000	0.67	0.897	other
ZRbYpJDSQWk_10000	0.996	1.46	other
ZRbYpJDSQWk_10000	1.144	1.344	other
ZRbYpJDSQWk_10000	1.557	3.021	other
ZRbYpJDSQWk_10000	2.093	2.361	/m/05tny_
ZRbYpJDSQWk_10000	2.588	3.014	/m/05tny_
ZRbYpJDSQWk_10000	3.076	3.409	other
ZRbYpJDSQWk_10000	3.677	3.791	other
ZRbYpJDSQWk_10000	3.9	4.753	/m/05tny_
ZRbYpJDSQWk_10000	4.938	5.412	other
ZRbYpJDSQWk_10000	5.66	5.887	/m/05tny_
ZRbYpJDSQWk_10000	6.031	6.663	other
ZRbYpJDSQWk_10000	6.959	7.392	/m/05tny_
ZRbYpJDSQWk_10000	7.674	9.041	other
ZRbYpJDSQWk_10000	9.241	9.55	/m/05tny_
ZRbYpJDSQWk_10000	9.722	10.0	/m/05tny_
Dykknou9IOs_20000	0.0	0.557	other
Dykknou9IOs_20000	0.0	0.557	other
Dykknou9IOs_20000	0.67	10.0	other
Dykknou9IOs_20000	0.677	10.0	other
Dykknou9IOs_20000	0.91	1.317	other
Dykknou9IOs_20000	2.611	2.987	/m/05tny_
Dykknou9IOs_20000	2.611	4.327	other
Dykknou9IOs_20000	4.394	4.507	other
Dykknou9IOs_20000	4.582	5.132	other
Dykknou9IOs_20000	5.245	6.825	other
Dykknou9IOs_20000	5.297	5.613	/m/05tny_
Dykknou9IOs_20000	5.561	5.801	other
Dykknou9IOs_20000	6.968	7.464	other
Dykknou9IOs_20000	8.743	9.105	other
Dykknou9IOs_20000	9.624	9.699	other
xJh-g_3kw-M_50000	0.0	10.0	other
xJh-g_3kw-M_50000	5.149	5.377	/m/05tny_
xJh-g_3kw-M_50000	5.488	5.75	/m/05tny_
xJh-g_3kw-M_50000	5.882	6.11	/m/05tny_
xJh-g_3kw-M_50000	6.587	6.829	/m/05tny_
xJh-g_3kw-M_50000	6.94	7.14	/m/05tny_
xJh-g_3kw-M_50000	7.327	7.535	/m/05tny_
xJh-g_3kw-M_50000	8.096	8.291	/m/05tny_
xJh-g_3kw-M_50000	8.47	8.673	/m/05tny_
xJh-g_3kw-M_50000	8.849	9.091	/m/05tny_
xJh-g_3kw-M_50000	9.181	9.45	/m/05tny_
xJh-g_3kw-M_50000	9.575	9.824	/m/05tny_
a-Wa8ixFaYM_40000	0.0	0.528	other
a-Wa8ixFaYM_40000	0.0	10.0	other
a-Wa8ixFaYM_40000	0.688	1.261	other
a-Wa8ixFaYM_40000	1.365	1.606	other
a-Wa8ixFaYM_40000	1.72	1.95	other
a-Wa8ixFaYM_40000	1.995	2.271	other
a-Wa8ixFaYM_40000	2.546	2.718	other
a-Wa8ixFaYM_40000	3.016	3.2	other
a-Wa8ixFaYM_40000	3.509	4.186	other
a-Wa8ixFaYM_40000	4.323	4.53	other
a-Wa8ixFaYM_40000	4.599	4.713	other
a-Wa8ixFaYM_40000	4.839	5.034	other
a-Wa8ixFaYM_40000	5.264	5.505	other
a-Wa8ixFaYM_40000	5.642	5.929	other
a-Wa8ixFaYM_40000	6.307	6.709	other
a-Wa8ixFaYM_40000	6.411	7.213	/m/05tny_
a-Wa8ixFaYM_40000	7.064	7.649	other
a-Wa8ixFaYM_40000	7.156	8.039	other
a-Wa8ixFaYM_40000	8.155	8.865	other
a-Wa8ixFaYM_40000	8.165	8.658	other
a-Wa8ixFaYM_40000	9.014	9.438	other
a-Wa8ixFaYM_40000	9.518	10.0	other
3doKyrCe1lA_30000	0.0	1.982	other
3doKyrCe1lA_30000	0.0	9.288	other
3doKyrCe1lA_30000	3.006	5.814	other
3doKyrCe1lA_30000	3.788	4.403	other
3doKyrCe1lA_30000	4.732	4.988	/m/05tny_
3doKyrCe1lA_30000	5.119	5.375	/m/05tny_
3doKyrCe1lA_30000	5.485	5.705	/m/05tny_
3doKyrCe1lA_30000	5.522	7.036	other
3doKyrCe1lA_30000	6.67	7.014	other
3doKyrCe1lA_30000	7.306	8.498	other
3doKyrCe1lA_30000	7.599	7.767	other
3doKyrCe1lA_30000	8.272	8.579	other
3doKyrCe1lA_30000	8.674	9.208	other
cE1CjGavnvY_70000	0.0	0.987	other
cE1CjGavnvY_70000	2.15	2.769	/m/05tny_
cE1CjGavnvY_70000	2.158	3.218	other
cE1CjGavnvY_70000	2.857	3.211	/m/05tny_
cE1CjGavnvY_70000	3.631	7.077	/m/05tny_
cE1CjGavnvY_70000	6.885	7.946	other
cE1CjGavnvY_70000	7.916	8.343	/m/05tny_
cE1CjGavnvY_70000	8.564	8.94	/m/05tny_
cE1CjGavnvY_70000	9.198	9.75	/m/05tny_
KzYfAtW6jYc_30000	0.0	0.331	other
KzYfAtW6jYc_30000	0.0	10.0	other
KzYfAtW6jYc_30000	0.205	0.701	/m/05tny_
KzYfAtW6jYc_30000	0.803	0.921	other
KzYfAtW6jYc_30000	0.976	1.26	other
KzYfAtW6jYc_30000	1.165	1.528	other
KzYfAtW6jYc_30000	1.465	1.535	other
KzYfAtW6jYc_30000	1.606	1.819	other
KzYfAtW6jYc_30000	1.882	2.276	other
KzYfAtW6jYc_30000	2.031	2.441	other
KzYfAtW6jYc_30000	2.394	2.512	other
KzYfAtW6jYc_30000	2.575	2.929	other
KzYfAtW6jYc_30000	3.087	3.228	other
KzYfAtW6jYc_30000	3.268	3.709	other
KzYfAtW6jYc_30000	3.276	3.638	other
KzYfAtW6jYc_30000	3.819	4.323	other
KzYfAtW6jYc_30000	3.882	4.228	other
KzYfAtW6jYc_30000	4.425	4.654	other
KzYfAtW6jYc_30000	4.496	4.78	other
KzYfAtW6jYc_30000	4.787	4.921	other
KzYfAtW6jYc_30000	5.11	5.394	other
KzYfAtW6jYc_30000	5.488	5.811	other
KzYfAtW6jYc_30000	5.52	5.945	other
KzYfAtW6jYc_30000	5.984	6.291	other
KzYfAtW6jYc_30000	6.205	6.339	other
KzYfAtW6jYc_30000	6.425	7.52	other
KzYfAtW6jYc_30000	6.614	7.433	other
KzYfAtW6jYc_30000	6.937	7.449	other
KzYfAtW6jYc_30000	7.748	8.11	other
KzYfAtW6jYc_30000	8.15	8.299	other
KzYfAtW6jYc_30000	8.433	8.866	other
KzYfAtW6jYc_30000	8.52	8.874	other
KzYfAtW6jYc_30000	8.559	8.819	other
KzYfAtW6jYc_30000	9.039	9.346	other
KzYfAtW6jYc_30000	9.055	9.906	other
KzYfAtW6jYc_30000	9.504	9.906	other
KzYfAtW6jYc_30000	9.882	10.0	other
fiJIhp8r9HU_0	0.062	10.0	other
fiJIhp8r9HU_0	0.095	1.005	other
fiJIhp8r9HU_0	0.737	1.191	other
fiJIhp8r9HU_0	1.159	1.533	other
fiJIhp8r9HU_0	1.687	2.012	other
fiJIhp8r9HU_0	1.939	2.459	other
fiJIhp8r9HU_0	2.142	2.467	other
fiJIhp8r9HU_0	2.597	3.206	other
fiJIhp8r9HU_0	3.019	3.482	other
fiJIhp8r9HU_0	3.344	3.637	other
fiJIhp8r9HU_0	3.791	4.222	other
fiJIhp8r9HU_0	4.035	4.555	other
fiJIhp8r9HU_0	4.392	4.668	other
fiJIhp8r9HU_0	4.904	5.334	other
fiJIhp8r9HU_0	5.204	5.521	other
fiJIhp8r9HU_0	5.456	7.268	/m/05tny_
fiJIhp8r9HU_0	5.651	5.887	other
fiJIhp8r9HU_0	6.553	7.43	other
fiJIhp8r9HU_0	7.178	7.495	other
fiJIhp8r9HU_0	7.447	9.193	/m/05tny_
fiJIhp8r9HU_0	9.445	10.0	/m/05tny_
O5EGxn49f5w_10000	2.138	3.245	other
O5EGxn49f5w_10000	6.409	7.087	/m/05tny_
O5EGxn49f5w_10000	2.772	2.843	other
O5EGxn49f5w_10000	8.969	9.039	other
O5EGxn49f5w_10000	7.709	10.0	other
O5EGxn49f5w_10000	0.0	10.0	other
O5EGxn49f5w_10000	7.15	7.591	other
O5EGxn49f5w_10000	4.937	5.0	other
O5EGxn49f5w_10000	5.646	6.331	other
HLvVyfCFyzY_60000	0.0	10.0	other
HLvVyfCFyzY_60000	0.105	0.557	/m/05tny_
HLvVyfCFyzY_60000	0.459	0.798	other
HLvVyfCFyzY_60000	0.843	1.317	/m/05tny_
HLvVyfCFyzY_60000	1.287	1.655	other
HLvVyfCFyzY_60000	1.738	2.235	/m/05tny_
HLvVyfCFyzY_60000	2.114	2.491	other
HLvVyfCFyzY_60000	2.536	2.98	/m/05tny_
HLvVyfCFyzY_60000	2.942	3.529	other
HLvVyfCFyzY_60000	3.476	4.319	/m/05tny_
HLvVyfCFyzY_60000	4.53	5.342	/m/05tny_
HLvVyfCFyzY_60000	4.552	5.109	other
HLvVyfCFyzY_60000	5.335	5.696	other
HLvVyfCFyzY_60000	5.651	6.516	/m/05tny_
HLvVyfCFyzY_60000	6.614	6.84	other
HLvVyfCFyzY_60000	6.749	7.63	/m/05tny_
HLvVyfCFyzY_60000	7.163	7.306	other
HLvVyfCFyzY_60000	7.645	7.953	other
HLvVyfCFyzY_60000	7.983	8.969	/m/05tny_
HLvVyfCFyzY_60000	8.984	9.044	other
HLvVyfCFyzY_60000	9.248	9.857	other
HLvVyfCFyzY_60000	9.759	9.902	other
HLvVyfCFyzY_60000	9.827	10.0	/m/05tny_
ThHtZHn8yzY_30000	0.0	0.737	/m/05tny_
ThHtZHn8yzY_30000	0.0	10.0	other
ThHtZHn8yzY_30000	0.915	1.37	/m/05tny_
ThHtZHn8yzY_30000	1.362	2.962	other
ThHtZHn8yzY_30000	3.157	4.36	other
ThHtZHn8yzY_30000	4.514	5.034	/m/05tny_
ThHtZHn8yzY_30000	5.034	5.261	other
ThHtZHn8yzY_30000	5.229	5.529	/m/05tny_
ThHtZHn8yzY_30000	5.578	5.781	other
ThHtZHn8yzY_30000	5.781	6.082	/m/05tny_
ThHtZHn8yzY_30000	6.325	6.715	/m/05tny_
ThHtZHn8yzY_30000	6.659	6.764	other
ThHtZHn8yzY_30000	6.886	7.3	other
ThHtZHn8yzY_30000	7.308	7.69	/m/05tny_
ThHtZHn8yzY_30000	7.69	7.893	other
ThHtZHn8yzY_30000	7.853	8.21	/m/05tny_
ThHtZHn8yzY_30000	8.186	8.389	other
ThHtZHn8yzY_30000	8.405	8.868	/m/05tny_
ThHtZHn8yzY_30000	8.738	9.518	other
ThHtZHn8yzY_30000	9.486	9.607	other
ThHtZHn8yzY_30000	9.9	10.0	other
_2Qd3YXv8js_420000	0.0	10.0	other
_2Qd3YXv8js_420000	0.218	0.39	/m/05tny_
_2Qd3YXv8js_420000	0.436	0.872	other
_2Qd3YXv8js_420000	0.803	1.067	/m/05tny_
_2Qd3YXv8js_420000	1.055	1.823	other
_2Qd3YXv8js_420000	1.303	1.619	other
_2Qd3YXv8js_420000	1.961	2.569	other
_2Qd3YXv8js_420000	2.775	3.268	other
_2Qd3YXv8js_420000	3.577	3.907	other
_2Qd3YXv8js_420000	3.589	4.083	other
_2Qd3YXv8js_420000	4.065	4.711	other
_2Qd3YXv8js_420000	4.392	4.817	other
_2Qd3YXv8js_420000	4.938	5.392	other
_2Qd3YXv8js_420000	5.023	5.298	other
_2Qd3YXv8js_420000	5.447	6.089	other
_2Qd3YXv8js_420000	5.516	5.921	other
_2Qd3YXv8js_420000	6.065	6.423	other
_2Qd3YXv8js_420000	6.456	6.778	/m/05tny_
_2Qd3YXv8js_420000	6.643	7.014	other
_2Qd3YXv8js_420000	7.58	7.821	/m/05tny_
_2Qd3YXv8js_420000	7.845	8.189	other
_2Qd3YXv8js_420000	8.34	8.87	other
_2Qd3YXv8js_420000	9.034	9.33	other
_2Qd3YXv8js_420000	9.536	9.983	other
sf7peBNchog_390000	0.0	0.677	other
sf7peBNchog_390000	0.0	7.856	other
sf7peBNchog_390000	0.61	0.677	other
sf7peBNchog_390000	0.79	0.835	other
sf7peBNchog_390000	0.895	2.483	other
sf7peBNchog_390000	2.867	2.935	other
sf7peBNchog_390000	3.085	3.16	other
sf7peBNchog_390000	3.845	4.101	other
sf7peBNchog_390000	4.402	4.695	other
sf7peBNchog_390000	4.853	5.192	other
sf7peBNchog_390000	5.523	5.658	other
sf7peBNchog_390000	6.253	7.856	other
sf7peBNchog_390000	6.26	6.313	other
sf7peBNchog_390000	6.313	6.524	/m/05tny_
sf7peBNchog_390000	6.727	7.111	/m/05tny_
sf7peBNchog_390000	6.817	6.847	other
sf7peBNchog_390000	7.374	7.449	other
sf7peBNchog_390000	7.419	7.863	/m/05tny_
sf7peBNchog_390000	7.577	7.607	other
sf7peBNchog_390000	7.946	9.406	other
sf7peBNchog_390000	7.968	10.0	other
sf7peBNchog_390000	8.909	8.992	other
sf7peBNchog_390000	9.105	9.406	/m/05tny_
sf7peBNchog_390000	9.586	10.0	/m/05tny_
-mKLSljSJUc_22000	0.0	0.257	other
-mKLSljSJUc_22000	0.0	9.04	other
-mKLSljSJUc_22000	0.4	0.557	other
-mKLSljSJUc_22000	0.457	3.413	other
-mKLSljSJUc_22000	1.071	1.214	other
-mKLSljSJUc_22000	1.321	1.507	other
-mKLSljSJUc_22000	1.707	1.978	other
-mKLSljSJUc_22000	1.842	1.992	other
-mKLSljSJUc_22000	2.306	2.428	other
-mKLSljSJUc_22000	2.992	3.135	other
-mKLSljSJUc_22000	3.47	3.677	other
